ShipmentID,OrderDate,ProductName,ProductClass,ManufacturingSite,DistributorName,Country,QuantityShipped,ShipmentMode,ScheduledDeliveryDate,ActualDeliveryDate,FreightCostUSD,WeightKg,ShipmentStatus
SHP006470,2018-01-17,Ibrulinum,Antipiretics, Poznan Site  , Beier  ,Poland,337,Truck,2018-01-24,2018-01-22,2396.43,336.8,IN TRANSIT
SHP006471,2019-07-24,Brimorix Amonine,Antibiotics,Munich Plant,Gottlieb-Cruickshank,Poland,149,Air,2019-07-31,2019-07-30,4193.93,351.9,Delivered
SHP006472,2019-12-22, Kinovatol  ,Analgesics,Munich Plant, Rogahn-Klein  ,Poland,38,Air,2019-12-29,2019-12-27,4504.65,270.5,Delivered
SHP006473,2019-02-18,Requimadin,Antimalarial,KRAKOW FACILITY,Lesch,Germany,79,Air Charter,2019-02-25,2019-02-24,4183.35,866.8,Delivered
SHP006474,2019-04-10,Tetalamide,Antibiotics, frankfurt plant  ,Gerlach LLC,Germany,439,Ocean,2019-04-17,2019-04-17,2541.34,538.5,Delivered
SHP006475,2019-05-18,Choriogestrel,Antiseptics, frankfurt plant  ,Gerlach LLC,Germany,57,Air,2019-05-25,2019-05-23,1340.04,673.7,cancelled
SHP006476,2017-04-13,Morphizolid Tianalin,Mood Stabilizers, Krakow Facility  , Carter-Conn  ,Poland,141,,2017-04-20,2017-04-18,2864.63,26.1,DELIVERED
SHP006477,2017-11-04,Eproline,Antibiotics,Frankfurt Plant,Graham and Sons,Poland,47,Ocean,2017-11-11,2017-11-14,2785.89,831.8,DELIVERED
SHP006478,2018-11-29,Nevanide Actozide,Antibiotics,Krakow Facility, Erdman  ,Germany,84,Air Charter,2018-12-06,2018-12-04,2495.57,7.5,delivered
SHP006479,2017-02-06,Palodizem,Mood Stabilizers,Krakow Facility,Prohaska-Kuhic,Poland,61,Ocean,2017-02-13,2017-02-12,4316.75,10.7,Delivered
SHP006480,2019-04-30,Oxymotroban Fexoformin,Analgesics,KRAKOW FACILITY, Rohan  ,Poland,115,Ocean,2019-05-07,2019-05-06,3359.25,26.2,Delivered
SHP006481,2017-01-29,Topitaine,Mood Stabilizers,Frankfurt Plant,Rogahn-Klein,Poland,334,Air Charter,2017-02-05,2017-02-04,640.24,324.7,In Transit
SHP006482,2020-12-01,Lovephilus,Analgesics,Poznan Site,Lesch,Germany,41,Ocean,2020-12-08,2020-12-10,3160.81,503.6,Delivered
SHP006483,2017-11-23,Abobozolid,Antimalarial,poznan site,Lesch,Germany,137,Ocean,2017-11-30,2017-11-29,3436.12,174.9,delivered
SHP006484,2017-12-08,Fentalac,Antipiretics, Warsaw Plant  , Cassin  ,Poland,164,Air,2017-12-15,2017-12-15,3852.99,96.1,delivered
SHP006485,2018-12-04,Acubulin,Antipiretics,Poznan Site,Erdman,Germany,50,Ocean,2018-12-11,2018-12-10,2500.6,20.9,delivered
SHP006486,2019-10-25,Feruprazole,Mood Stabilizers,poznan site,Erdman,Germany,44,Truck,2019-11-01,2019-11-02,4018.25,,IN TRANSIT
SHP006487,2019-03-05, Diaxolol  ,Antiseptics,krakow facility,Kozey-Emmerich,Germany,110,Air,2019-03-12,2019-03-14,2726.88,611.0,Cancelled
SHP006488,2017-05-04,Diprotaine,Antiseptics,Frankfurt Plant, Beier  ,Poland,288,Ocean,2017-05-11,2017-05-11,4278.29,466.6,DELIVERED
SHP006489,2019-10-06,Hepavice,Mood Stabilizers, warsaw plant  ,Gerlach LLC,Germany,66,Air,2019-10-13,2019-10-11,4237.08,226.5,Delivered
SHP006490,2019-10-30, Antaparin Varizyme  ,Mood Stabilizers,Munich Plant,Lesch,Germany,32,Ocean,2019-11-06,2019-11-06,748.64,671.8,In Transit
SHP006491,2020-01-23,Insozyme,Antiseptics, poznan site  ,Daugherty-Rempel,Germany,19,,2020-01-30,2020-01-28,4714.25,555.8,Shipped
SHP006492,2018-11-16,Panpion,Antiseptics,Poznan Site, Schuppe Inc  ,Poland,40,Air Charter,2018-11-23,2018-11-21,4544.87,483.4,In Transit
SHP006493,2017-04-10,Cyclovital,Antimalarial, munich plant  ,Schaefer LLC,Germany,172,Truck,2017-04-17,2017-04-15,840.9,267.7,Delivered
SHP006494,2018-11-27,Formolovir Amanferon,Analgesics, munich plant  , Welch-Langworth  ,Germany,568,Air Charter,2018-12-04,2018-12-08,778.16,746.0,DELIVERED
SHP006495,2020-05-15,Zyvance,Analgesics,FRANKFURT PLANT,Cassin,Poland,187,Air,2020-05-22,2020-05-22,136.93,652.1,DELIVERED
SHP006496,2017-10-03,Imiformin Transmunex,Antibiotics,frankfurt plant,Gottlieb-Cruickshank,Poland,27,Air Charter,2017-10-10,2017-10-10,2125.72,770.8,Delivered
SHP006497,2017-12-08, Raparidol  ,Mood Stabilizers,Krakow Facility,Schaefer LLC,Germany,144,Ocean,2017-12-15,2017-12-13,N/A,92.2,DELIVERED
SHP006498,2020-03-23,Finanel,Antimalarial,Krakow Facility, Lockman  ,Germany,49,Ocean,2020-03-30,2020-03-28,389.61,825.5,Delivered
SHP006499,2017-12-06,Cephozumab Synmethate,Antibiotics,POZNAN SITE,Hansen Group Pharm,Germany,44,Ocean,2017-12-13,2017-12-11,692.3,822.4,DELIVERED
SHP006500,2019-03-21,Symdocet,Antipiretics,Poznan Site,Koss,Germany,62,Ocean,2019-03-28,2019-03-27,2425.05,620.8,in transit
SHP006501,2017-11-25,Raparidol,Mood Stabilizers,Krakow Facility,Prohaska-Kuhic,Poland,21,Ocean,2017-12-02,2017-11-30,N/A,364.8,Delivered
SHP006502,2018-08-29,Hepavice,Mood Stabilizers,warsaw plant,Gerlach LLC,Germany,265,Ocean,2018-09-05,2018-09-04,2610.14,41.5,delivered
SHP006503,2018-12-22,Algluconium Dorzofoxin,Antibiotics,MUNICH PLANT, Stehr-Champlin  ,Poland,159,Air,2018-12-29,2018-12-28,4911.69,549.4,Delivered
SHP006504,2018-02-12, Metapatch  ,Antipiretics,Krakow Facility,Kris LLC,Poland,586,Air Charter,2018-02-19,2018-02-17,3854.85,458.1,Delivered
SHP006505,2020-03-24, Lacoplex Hyaluvance  ,Mood Stabilizers,Munich Plant,Beier,Poland,105,Ocean,2020-03-31,2020-03-31,353.11,442.4,DELIVERED
SHP006506,2020-07-19,Brimorix Amonine,Antibiotics,Munich Plant,Beier,Poland,92,Air,2020-07-26,2020-07-24,3687.43,820.4,Delivered
SHP006507,2020-01-12, Stelazolid  ,Antimalarial,POZNAN SITE,Crist Inc,Germany,21,Air Charter,2020-01-19,2020-01-19,1927.78,448.9,shipped
SHP006508,2018-05-26,Kinovatol,Analgesics,MUNICH PLANT,Romaguera-Fay,Germany,22,Ocean,2018-06-02,2018-06-01,637.64,754.5,DELIVERED
SHP006509,2020-03-13,Adideine,Mood Stabilizers, Krakow Facility  ,Rogahn-Klein,Poland,302,Air Charter,2020-03-20,2020-03-21,3494.02,407.6,PENDING
SHP006510,2020-09-11,Benzoprox,Antiseptics,Krakow Facility, Crist Inc  ,Germany,131,Truck,2020-09-18,2020-09-16,1556.88,,Delivered
SHP006511,2017-04-03,Adrecetam Barazoxane,Antimalarial, POZNAN SITE  ,Rohan and Sons,Germany,59,Air,2017-04-10,2017-04-08,1284.68,346.7,Delivered
SHP006512,2019-01-12,Halciramine,Antimalarial,FRANKFURT PLANT,Stehr-Champlin,Poland,37,Truck,2019-01-19,2019-01-17,1700.48,394.6,DELIVERED
SHP006513,2019-12-22,Zarostral,Antipiretics,Warsaw Plant,Lindgren-Simonis Pharm,Poland,44,Air,2019-12-29,2019-12-27,4428.04,807.6,Delivered
SHP006514,2020-04-07,Alglutriptan,Analgesics,poznan site,Schuppe Inc,Poland,383,Air Charter,2020-04-14,2020-04-14,4723.68,371.5,delivered
SHP006515,2019-01-11, Cephozumab Synmethate  ,Antibiotics,poznan site, Kozey-Emmerich  ,Germany,100,Truck,2019-01-18,2019-01-17,1277.72,251.1,Delivered
SHP006516,2018-12-07, Lovapur  ,Mood Stabilizers,Krakow Facility, Graham and Sons  ,Poland,326,Air,2018-12-14,2018-12-17,1854.53,582.0,Delivered
SHP006517,2018-04-11,Argalazine Abostryl,Antipiretics,Poznan Site,Bashirian-Kassulke,Germany,125,Truck,2018-04-18,2018-04-17,558.33,481.1,Pending
SHP006518,2020-03-26, Immurenol Temarate  ,Antipiretics, Frankfurt Plant  ,Gerlach LLC,Germany,142,Ocean,2020-04-02,2020-04-01,1499.36,349.9,In Transit
SHP006519,2019-10-07,Xenaminphen,Antimalarial,warsaw plant,Rohan and Sons,Germany,74,Air Charter,2019-10-14,2019-10-13,971.77,21.2,DELIVERED
SHP006520,2018-09-16,Abilovir Aprotasol,Antipiretics, Poznan Site  ,Rohan and Sons,Germany,169,Air,2018-09-23,2018-09-23,4185.83,136.2,in transit
SHP006521,2019-02-13, Halcifergen Nevazone  ,Antimalarial,Warsaw Plant,Bashirian-Kassulke,Germany,57,Air Charter,2019-02-20,2019-02-19,4633.44,896.9,delivered
SHP006522,2019-11-29,Rebedase Aplencor,Mood Stabilizers,Munich Plant,Schuppe Inc,Poland,45,Air,2019-12-06,2019-12-05,557.44,538.0,in transit
SHP006523,2018-11-07, Proprabax  ,Analgesics, warsaw plant  ,Bashirian-Kassulke,Germany,73,Truck,2018-11-14,2018-11-14,3115.67,352.8,PENDING
SHP006524,2019-10-19,Abtasol,Antiseptics,Munich Plant, Erdman  ,Germany,165,Truck,2019-10-26,2019-10-24,2987.4,755.9,Delivered
SHP006525,2018-02-24, Zyvance  ,Analgesics, Frankfurt Plant  ,Stehr-Champlin,Poland,324,Truck,2018-03-03,2018-03-02,4573.63,159.6,shipped
SHP006526,2017-02-08,Thionide,Analgesics,MUNICH PLANT,Schuppe Inc,Poland,93,Air,2017-02-15,2017-02-13,1179.45,325.4,SHIPPED
SHP006527,2019-01-09,Stelazolid,Antimalarial, poznan site  ,Rohan and Sons,Germany,436,Ocean,2019-01-16,2019-01-16,3055.68,165.5,In Transit
SHP006528,2018-03-21, Decidenu Galantrigine  ,Antipiretics,munich plant,Prohaska-Kuhic,Poland,209,Ocean,2018-03-28,2018-03-28,2633.41,106.2,DELIVERED
SHP006529,2017-08-24,Interfestar,Antibiotics, Munich Plant  ,Rohan and Sons,Germany,154,Truck,2017-08-31,2017-08-30,384.6,72.2,delivered
SHP006530,2017-08-18,Abobozolid,Antimalarial,poznan site,Cassin,Poland,107,Air Charter,2017-08-25,2017-08-23,296.01,336.5,DELIVERED
SHP006531,2020-05-07,Lacoplex Hyaluvance,Mood Stabilizers, Munich Plant  ,Smith Inc,Poland,77,Ocean,2020-05-14,2020-05-17,2687.55,496.8,delivered
SHP006532,2017-12-13, Pentastrin  ,Antibiotics,FRANKFURT PLANT, Hansen Group Pharm  ,Germany,69,Air Charter,2017-12-20,2017-12-20,3014.73,186.3,Delivered
SHP006533,2020-05-13, Interfedox Pilobamol  ,Antiseptics, FRANKFURT PLANT  ,Gottlieb-Cruickshank,Poland,57,Air,2020-05-20,2020-05-19,4130.4,264.3,DELIVERED
SHP006534,2018-04-20,Antilamin Clinbital,Antibiotics,Frankfurt Plant,Welch-Langworth,Germany,223,Air Charter,2018-04-27,2018-04-25,3842.67,398.9,DELIVERED
SHP006535,2019-12-31,Lactubucil,Antipiretics,Poznan Site,Welch-Langworth,Germany,143,Truck,2020-01-07,2020-01-05,973.97,,Delivered
SHP006536,2019-09-29, Quiniprosyn  ,Antiseptics,Munich Plant,Carter-Conn,Poland,79,Air Charter,2019-10-06,2019-10-04,2635.91,733.0,In Transit
SHP006537,2018-12-12,Robapril,Antipiretics,warsaw plant,Hansen Group Pharm,Germany,57,Truck,2018-12-19,2018-12-18,385.6,411.0,Shipped
SHP006538,2020-07-07, Testant  ,Mood Stabilizers,WARSAW PLANT,Daugherty-Rempel,Germany,14,Air Charter,2020-07-14,2020-07-14,2741.57,859.9,Delivered
SHP006539,2020-12-03,Quixitriptan Alanesin,Antiseptics,Poznan Site, Schaefer LLC  ,Germany,58,Truck,2020-12-10,2020-12-08,1829.35,887.7,DELIVERED
SHP006540,2018-10-01,Interfestar,Antibiotics,Munich Plant,Lindgren-Simonis Pharm,Poland,207,Ocean,2018-10-08,2018-10-07,1312.61,675.8,delivered
SHP006541,2018-11-01, Arivac  ,Antimalarial,Frankfurt Plant,Erdman,Germany,51,Truck,2018-11-08,2018-11-07,4137.58,837.8,Pending
SHP006542,2018-09-07, Tacrodomide  ,Antipiretics,krakow facility, Kozey-Emmerich  ,Germany,46,Truck,2018-09-14,2018-09-13,2544.7,738.4,Delivered
SHP006543,2019-09-21,Dasagestin,Analgesics, poznan site  ,Daugherty-Rempel,Germany,317,Truck,2019-09-28,2019-10-01,1084.44,473.3,shipped
SHP006544,2019-11-20,Epzipitant,Analgesics,poznan site, Bashirian-Kassulke  ,Germany,864,Truck,2019-11-27,2019-11-25,1281.11,706.2,SHIPPED
SHP006545,2017-10-04,Interfeferon Aspipex,Antiseptics, Frankfurt Plant  ,Cassin,Poland,34,Air,2017-10-11,2017-10-10,218.25,675.5,DELIVERED
SHP006546,2017-10-19,Finanel,Antimalarial,krakow facility,Crist Inc,Germany,100,Air,2017-10-26,2017-10-24,3859.41,493.6,delivered
SHP006547,2018-09-25,Acelimus,Analgesics, Warsaw Plant  ,Stehr-Champlin,Poland,81,Ocean,2018-10-02,2018-10-01,3554.69,733.4,Delivered
SHP006548,2018-03-28, Tracdomide  ,Antipiretics,Krakow Facility,Gottlieb-Cruickshank,Poland,118,Air,2018-04-04,2018-04-03,3758.41,201.2,delivered
SHP006549,2019-05-17,Relenstrel Exurabine,Antibiotics,Warsaw Plant,Lockman,Germany,448,Air,2019-05-24,2019-06-01,2871.58,655.5,Delivered
SHP006550,2018-05-13,Xenaminphen,Antimalarial,warsaw plant,Rohan,Poland,43,Air Charter,2018-05-20,2018-05-19,433.2,702.8,In Transit
SHP006551,2017-02-01,Ketastadil,Analgesics,Frankfurt Plant,Erdman,Germany,-107,Air Charter,2017-02-08,2017-02-08,3673.25,874.8,IN TRANSIT
SHP006552,2018-07-05,Panpion,Antiseptics,poznan site, Welch-Langworth  ,Germany,85,Air Charter,2018-07-12,2018-07-10,1310.77,768.4,in transit
SHP006553,2018-08-04,Claricriptine Adaferol,Antibiotics, frankfurt plant  ,Bashirian-Kassulke,Germany,10,Air,2018-08-11,2018-08-10,3463.72,611.2,delivered
SHP006554,2017-12-10,Interfestar,Antibiotics,munich plant,Gottlieb-Cruickshank,Poland,244,Air Charter,2017-12-17,2017-12-15,2118.26,364.0,shipped
SHP006555,2018-11-08,Atrabicin Alkerotec,Antiseptics, Krakow Facility  , Stehr-Champlin  ,Poland,51,Air,2018-11-15,2018-11-13,789.72,205.8,Delivered
SHP006556,2018-05-10, Nisorase  ,Antibiotics,Munich Plant,Daugherty-Rempel,Germany,81,Ocean,2018-05-17,2018-05-24,3328.32,162.7,Delivered
SHP006557,2017-02-16,Secrelazine Insonamic,Antipiretics,Munich Plant, Carter-Conn  ,Poland,131,Air Charter,2017-02-23,2017-02-23,3224.21,303.5,DELIVERED
SHP006558,2020-01-29,Sucprine Specbalamin,Antiseptics,Munich Plant,Graham and Sons,Poland,332,Air,2020-02-05,2020-02-05,3878.25,881.6,DELIVERED
SHP006559,2019-04-02, Atomorelin  ,Analgesics,WARSAW PLANT,Kris LLC,Poland,228,Air Charter,2019-04-09,2019-04-07,179.55,87.8,Pending
SHP006560,2017-04-21,Ganineva Agenium,Antiseptics,frankfurt plant,Romaguera-Fay,Germany,133,Ocean,2017-04-28,2017-04-26,3732.18,411.8,DELIVERED
SHP006561,2020-01-26, Methiclotide  ,Antibiotics,MUNICH PLANT,Daugherty-Rempel,Germany,33,Truck,2020-02-02,2020-02-01,1051.77,720.7,DELIVERED
SHP006562,2019-10-17,Symbitrim,Analgesics, MUNICH PLANT  ,Carter-Conn,Poland,242,,2019-10-24,2019-10-22,343.44,782.7,delivered
SHP006563,2018-04-22,Asparathasone Unipan,Antibiotics,poznan site,Lindgren-Simonis Pharm,Poland,25,Truck,2018-04-29,2018-04-27,1598.41,55.9,in transit
SHP006564,2019-12-14,Lovavatol Azelavarix,Mood Stabilizers,FRANKFURT PLANT, Lesch  ,Germany,55,Ocean,2019-12-21,2019-12-19,2025.65,389.0,Delivered
SHP006565,2018-08-09,Aquamycin Lacoran,Analgesics,Warsaw Plant,Schaefer LLC,Germany,82,Ocean,2018-08-16,2018-08-14,1208.3,541.5,DELIVERED
SHP006566,2017-02-23, Adtiza Gammaluble  ,Antibiotics, Warsaw Plant  ,Nader-Gaylord,Germany,240,Truck,2017-03-02,2017-03-02,1474.34,216.6,Pending
SHP006567,2017-08-31, Atomorelin  ,Analgesics,WARSAW PLANT, Cassin  ,Poland,138,Ocean,2017-09-07,2017-09-05,387.42,759.8,delivered
SHP006568,2017-01-20,Ganineva Agenium,Antiseptics,FRANKFURT PLANT, Smith Inc  ,Poland,80,Ocean,2017-01-27,2017-01-26,911.46,220.7,delivered
SHP006569,2017-11-05,Tacrodomide,Antipiretics,Krakow Facility,Gottlieb-Cruickshank,Poland,491,Truck,2017-11-12,2017-11-10,3020.97,797.9,Delivered
SHP006570,2019-07-06, Quiniprosyn  ,Antiseptics,Munich Plant,Schaefer LLC,Germany,91,Air,2019-07-13,2019-07-13,1474.11,131.4,delivered
SHP006571,2020-07-17,Insozyme,Antiseptics,poznan site,Lockman,Germany,81,Air Charter,2020-07-24,2020-07-24,1593.93,480.2,DELIVERED
SHP006572,2019-11-29,Interfestar,Antibiotics,Munich Plant,Schaefer LLC,Germany,107,,2019-12-06,2019-12-06,3884.63,609.1,delivered
SHP006573,2018-01-13, Kinovatol  ,Analgesics,Munich Plant,Crist Inc,Germany,43,Ocean,2018-01-20,2018-01-19,4539.95,307.0,Delivered
SHP006574,2019-04-02, Alisteride Pemidizem  ,Antiseptics,Poznan Site,Rohan and Sons,Germany,168,Ocean,2019-04-09,2019-04-09,N/A,69.5,delivered
SHP006575,2020-04-19,Dasagestin,Analgesics,POZNAN SITE,Erdman,Germany,67,Air Charter,2020-04-26,2020-04-24,4091.85,144.5,delivered
SHP006576,2018-12-13,Palodizem,Mood Stabilizers, KRAKOW FACILITY  ,Koss,Germany,43,Truck,2018-12-20,2018-12-18,105.65,400.5,SHIPPED
SHP006577,2018-06-26,Methiclotide,Antibiotics,Munich Plant, Lesch  ,Germany,16,Air Charter,2018-07-03,2018-07-02,1960.96,477.5,Delivered
SHP006578,2020-08-01,Factofribrate,Mood Stabilizers,Frankfurt Plant,Lindgren-Simonis Pharm,Poland,202,Air,2020-08-08,2020-08-08,83.29,245.2,In Transit
SHP006579,2017-10-02, Adalatamine  ,Antiseptics, Poznan Site  ,Lesch,Germany,66,Air,2017-10-09,2017-10-07,1618.93,423.5,Delivered
SHP006580,2018-08-27,Zonixamine Immulinum,Analgesics, munich plant  ,Beier,Poland,31,Air,2018-09-03,2018-09-07,3579.36,9.0,Delivered
SHP006581,2019-05-12, Cephovelam  ,Mood Stabilizers,MUNICH PLANT,Gleason,Germany,137,Ocean,2019-05-19,2019-05-19,1193.1,251.5,Delivered
SHP006582,2019-01-23,Finanel,Antimalarial,KRAKOW FACILITY,Schuppe Inc,Poland,132,Air Charter,2019-01-30,2019-01-28,4767.15,893.5,CANCELLED
SHP006583,2018-04-29, Acantaine  ,Antibiotics,Frankfurt Plant, Rohan and Sons  ,Germany,114,Air,2018-05-06,2018-05-06,2133.24,59.4,Delivered
SHP006584,2018-05-08, Effidomide Evofribrate  ,Antiseptics,WARSAW PLANT,Kris LLC,Poland,198,Truck,2018-05-15,2018-05-13,617.92,469.6,delivered
SHP006585,2019-10-01, Atomorelin  ,Analgesics, WARSAW PLANT  ,Crist Inc,Germany,96,Air,2019-10-08,2019-10-08,1490.63,802.0,delivered
SHP006586,2020-02-17,Novakyn Tracprox,Antiseptics,poznan site, Gottlieb-Cruickshank  ,Poland,28,Truck,2020-02-24,2020-02-24,4678.31,199.6,DELIVERED
SHP006587,2017-10-22,Algluconium Dorzofoxin,Antibiotics, MUNICH PLANT  ,Lesch,Germany,1015,Air,2017-10-29,2017-10-29,775.9,269.7,cancelled
SHP006588,2017-04-13,Docstryl Rivacin,Antiseptics,Frankfurt Plant,Carter-Conn,Poland,16,Air,2017-04-20,2017-04-19,4381.33,282.7,DELIVERED
SHP006589,2019-01-16,Factofribrate,Mood Stabilizers, Frankfurt Plant  ,Cassin,Poland,179,Ocean,2019-01-23,2019-01-21,875.97,546.0,Shipped
SHP006590,2020-05-22, Alemtuvatol Megalinum  ,Analgesics,Krakow Facility,Schaefer LLC,Germany,106,Air Charter,2020-05-29,2020-06-02,748.15,183.7,delivered
SHP006591,2017-09-05,Factolamide,Antiseptics, Warsaw Plant  ,Lockman,Germany,72,Air,2017-09-12,2017-09-10,2935.61,580.5,delivered
SHP006592,2018-09-07,Exexone,Mood Stabilizers,Munich Plant,Beier,Poland,28,Air Charter,2018-09-14,2018-09-14,79.79,286.7,In Transit
SHP006593,2017-11-23,Acelimus,Analgesics, Warsaw Plant  ,Daugherty-Rempel,Germany,133,Ocean,2017-11-30,2017-11-28,3966.02,89.0,Cancelled
SHP006594,2020-01-03, Lacoplex Hyaluvance  ,Mood Stabilizers,munich plant,Gottlieb-Cruickshank,Poland,85,Air,2020-01-10,2020-01-09,4456.22,283.4,DELIVERED
SHP006595,2020-03-02,Lansostral Acgestin,Antiseptics, munich plant  ,Cassin,Poland,232,Truck,2020-03-09,2020-03-09,711.31,146.5,Delivered
SHP006596,2017-01-09,Abobozolid,Antimalarial,Poznan Site,Beier,Poland,71,Air,2017-01-16,2017-01-14,4333.07,363.1,Delivered
SHP006597,2019-02-23, Pazofenac  ,Mood Stabilizers,KRAKOW FACILITY,Lindgren-Simonis Pharm,Poland,45,Air Charter,2019-03-02,2019-03-02,2507.97,519.5,Delivered
SHP006598,2019-10-30,Androporin,Antiseptics,munich plant,Hansen Group Pharm,Germany,177,Air,2019-11-06,2019-11-05,1271.37,264.7,Delivered
SHP006599,2017-09-01,Antaparin Varizyme,Mood Stabilizers,munich plant, Smith Inc  ,Poland,218,Air Charter,2017-09-08,2017-09-06,3612.87,730.9,delivered
SHP006600,2020-12-06,Secrelazine Insonamic,Antipiretics,MUNICH PLANT,Nader-Gaylord,Germany,103,Ocean,2020-12-13,2020-12-11,848.3,126.6,DELIVERED
SHP006601,2020-04-30,Amphesirox,Antiseptics,Warsaw Plant,Gerlach LLC,Germany,86,Truck,2020-05-07,2020-05-07,1471.94,501.7,delivered
SHP006602,2020-02-09,Asparathasone Unipan,Antibiotics,Poznan Site,Lockman,Germany,36,Air,2020-02-16,2020-02-15,4457.17,358.3,DELIVERED
SHP006603,2017-05-22,Formolovir Amanferon,Analgesics, MUNICH PLANT  ,Graham and Sons,Poland,299,Air,2017-05-29,2017-06-06,1979.71,6.4,Cancelled
SHP006604,2020-03-04,Araxetine,Antibiotics,FRANKFURT PLANT, Kris LLC  ,Poland,433,Air Charter,2020-03-11,2020-03-10,4325.66,298.7,Delivered
SHP006605,2018-07-20,Vibratosine Alemtrace,Antibiotics, Krakow Facility  ,Stehr-Champlin,Poland,20,Air,2018-07-27,2018-07-25,706.46,172.1,DELIVERED
SHP006606,2019-12-20,Requimadin,Antimalarial,krakow facility,Nader-Gaylord,Germany,49,Air,2019-12-27,2019-12-25,1890.07,32.6,DELIVERED
SHP006607,2017-04-24,Formolovir Amanferon,Analgesics,Munich Plant, Rogahn-Klein  ,Poland,249,Air,2017-05-01,2017-04-29,4374.1,675.3,Shipped
SHP006608,2017-03-31,Afinitasol,Antipiretics,MUNICH PLANT,Romaguera-Fay,Germany,246,Truck,2017-04-07,2017-04-07,2870.38,596.7,delivered
SHP006609,2018-06-06,Aldevac,Analgesics, Warsaw Plant  , Crist Inc  ,Germany,52,Air,2018-06-13,2018-06-13,853.82,400.6,Delivered
SHP006610,2020-06-11,Abatatriptan,Antibiotics, MUNICH PLANT  ,Daugherty-Rempel,Germany,68,Air,2020-06-18,2020-06-16,2722.18,562.1,Delivered
SHP006611,2020-04-29,Pulmogen Alitora,Antiseptics,FRANKFURT PLANT, Lockman  ,Germany,104,Air,2020-05-06,2020-05-05,3269.23,222.2,delivered
SHP006612,2020-04-19,Amcibax Amcikeran,Analgesics,FRANKFURT PLANT,Hansen Group Pharm,Germany,160,Ocean,2020-04-26,2020-04-24,4171.25,828.9,Delivered
SHP006613,2017-04-30,Duraprazole Agalsixolol,Antiseptics,FRANKFURT PLANT,Stehr-Champlin,Poland,199,Ocean,2017-05-07,2017-05-06,4351.66,801.7,delivered
SHP006614,2020-07-18,Kinovatol,Analgesics, munich plant  , Kris LLC  ,Poland,127,Truck,2020-07-25,2020-07-25,2268.74,,Delivered
SHP006615,2017-02-08,Lansopril Acribax,Antipiretics,POZNAN SITE,Graham and Sons,Poland,131,Air Charter,2017-02-15,2017-02-15,1169.39,832.6,Delivered
SHP006616,2019-08-23, Araxetine  ,Antibiotics,Frankfurt Plant,Rohan,Poland,236,Air,2019-08-30,2019-08-30,1560.78,121.3,Delivered
SHP006617,2017-09-30,Metapatch,Antipiretics, Krakow Facility  ,Graham and Sons,Poland,62,Air Charter,2017-10-07,2017-10-06,3511.83,75.5,In Transit
SHP006618,2017-10-31,Aquamycin Lacoran,Analgesics, warsaw plant  ,Gottlieb-Cruickshank,Poland,370,Air,2017-11-07,2017-11-07,487.62,395.6,Delivered
SHP006619,2019-01-20,Aclonuma,Antimalarial,WARSAW PLANT, Rogahn-Klein  ,Poland,36,Air,2019-01-27,2019-01-27,3507.53,161.1,DELIVERED
SHP006620,2019-11-10,Tacrodomide,Antipiretics,Krakow Facility,Gleason,Germany,827,Air Charter,2019-11-17,2019-11-22,4288.7,568.9,PENDING
SHP006621,2017-04-12, Syntheruvax Proracin  ,Antimalarial,WARSAW PLANT,Smith Inc,Poland,61,Truck,2017-04-19,2017-04-19,3410.72,10.1,DELIVERED
SHP006622,2017-01-14,Adriafinil Ehtymara,Antiseptics,FRANKFURT PLANT,Schaefer LLC,Germany,39,Ocean,2017-01-21,2017-01-21,2684.18,781.2,Delivered
SHP006623,2019-06-12,Secrelazine Insonamic,Antipiretics,MUNICH PLANT,Carter-Conn,Poland,208,Truck,2019-06-19,2019-06-18,754.2,775.9,cancelled
SHP006624,2017-02-16,Atomorelin,Analgesics,WARSAW PLANT,Lockman,Germany,238,Ocean,2017-02-23,2017-02-22,796.2,811.8,Delivered
SHP006625,2018-03-19,Brimorix Amonine,Antibiotics,Munich Plant,Smith Inc,Poland,145,Ocean,2018-03-26,2018-03-24,4284.65,337.6,DELIVERED
SHP006626,2017-08-08,Kinerinex,Antiseptics, Poznan Site  ,Schaefer LLC,Germany,69,Ocean,2017-08-15,2017-08-13,1710.25,837.6,delivered
SHP006627,2020-10-04, Raparidol  ,Mood Stabilizers,KRAKOW FACILITY,Prohaska-Kuhic,Poland,26,Air,2020-10-11,2020-10-09,3684.57,355.8,Delivered
SHP006628,2019-12-28,Thalilamide,Antibiotics,warsaw plant,Gerlach LLC,Germany,127,,2020-01-04,2020-01-06,3732.63,261.3,delivered
SHP006629,2019-09-04,Dexmeprazole Transnuvia,Mood Stabilizers,Frankfurt Plant,Graham and Sons,Poland,395,Air Charter,2019-09-11,2019-09-09,3223.58,339.7,DELIVERED
SHP006630,2017-11-17,Proprabax,Analgesics,Warsaw Plant,Gottlieb-Cruickshank,Poland,49,Truck,2017-11-24,2017-11-23,255.91,451.2,delivered
SHP006631,2017-12-26,Araxetine,Antibiotics,FRANKFURT PLANT, Lindgren-Simonis Pharm  ,Poland,159,Air,2018-01-02,2017-12-31,4265.56,54.9,Delivered
