Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Smith Inc ,"Cormier, Dietrich and Zulauf Pharma Plc",Pu??awy,Poland,51.4166,21.9694,Hospital,Government,Victomax,Analgesics,15,623,9345,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,"Buckridge, Dach and Carroll Pharmaceutical Limited",Lubo??,Poland,52.3333,16.8833,Hospital,Private,Quiniprosyn,Antiseptics,10,445,4450,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Schulist-Zulauf Pharm,Tychy,Poland,50.1667,19,Hospital,Private,Benzoprox,Antiseptics,10,284,2840,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Crist Inc ,Stary S??cz,Poland,49.5625,20.6364,Hospital,Private,Rebedase Aplencor,Mood Stabilizers,2,180,360,January,2018,Jessica Smith,Britanny Bold,Delta
Smith Inc ,Okuneva-Corkery ,Kostrzyn nad Odr??,Poland,52.5883,14.6667,Hospital,Government,Proderal,Antiseptics,2,34,68,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,"Moen, Murazik and Smith ",Siedlce,Poland,52.1833,22.2833,Pharmacy,Retail,Immurenol Temarate,Antipiretics,3,303,909,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Heidenreich Group Pharmaceutical Ltd,Rzesz??w,Poland,50.05,22,Pharmacy,Institution,Symbitrim,Analgesics,20,536,10720,January,2018,Mary Gerrard,Britanny Bold,Delta
Smith Inc ,Miller-Satterfield Pharma Plc,Nidzica,Poland,53.3583,20.425,Hospital,Private,Alpradipine,Analgesics,2,445,890,January,2018,Mary Gerrard,Britanny Bold,Delta
Smith Inc ,Koss Ltd Pharmaceutical Limited,Lw??wek ??l??ski,Poland,51.1167,15.5833,Hospital,Private,Cordamectin Actolamin,Antipiretics,4,367,1468,January,2018,Mary Gerrard,Britanny Bold,Delta
Smith Inc ,Rohan Inc ,Chojn??w,Poland,51.2667,15.9333,Pharmacy,Institution,Zyvance,Analgesics,2,323,646,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,"Buckridge, Hand and Hyatt Pharma Plc",Zgorzelec,Poland,51.1528,15,Pharmacy,Institution,Novakyn Tracprox,Antiseptics,3,288,864,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,Raynor-Graham Pharmaceutical Limited,Gorz??w Wielkopolski,Poland,52.7333,15.25,Pharmacy,Institution,Rebedase Aplencor,Mood Stabilizers,50,180,9000,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,Denesik-Hintz Pharm,Mi??dzyrzec Podlaski,Poland,51.9833,22.8,Pharmacy,Retail,Sevotrana Tiafoxin,Analgesics,4,460,1840,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,Welch-Langworth ,Warsaw,Poland,52.2167,21.0333,Pharmacy,Retail,Thionide,Analgesics,1,113,113,January,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,"Towne, Cummerata and Blanda Pharm",Kalisz,Poland,51.757,18.083,Hospital,Private,Tetalamide,Antibiotics,20,430,8600,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,"Hahn, Rutherford and Gislason Pharmaceutical Limited",??aziska G??rne,Poland,50.15,18.8333,Hospital,Private,Vibratosine Alemtrace,Antibiotics,4,269,1076,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Buckridge-Davis ,Legnica,Poland,51.2101,16.1619,Hospital,Private,Cephovelam,Mood Stabilizers,4,542,2168,January,2018,Jessica Smith,Britanny Bold,Delta
Smith Inc ,Kozey-Schroeder ,Jawor,Poland,51.05,16.1833,Hospital,Private,Alemtuvatol Megalinum,Analgesics,48,682,32736,January,2018,Mary Gerrard,Britanny Bold,Delta
Smith Inc ,Lockman Ltd ,Po??aniec,Poland,50.4333,21.2833,Pharmacy,Institution,Cyclovital,Antimalarial,10,677,6770,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Medhurst-Beer Pharmaceutical Limited,Rybnik,Poland,50.0833,18.5,Pharmacy,Institution,Alpradipine,Analgesics,1,445,445,January,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,Kutch-Marks Pharm,Che??m,Poland,51.1333,23.4833,Hospital,Private,Metapatch,Antipiretics,2,438,876,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,Marquardt-Ryan Pharmaceutical Ltd,W??gorzewo,Poland,54.2167,21.75,Hospital,Private,Ampysin,Analgesics,10,243,2430,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,"Hansen, Fadel and Schroeder Pharm",Gniezno,Poland,52.5333,17.6,Pharmacy,Retail,Rebedase Aplencor,Mood Stabilizers,10,180,1800,January,2018,Jessica Smith,Britanny Bold,Delta
Smith Inc ,"Beer, Kohler and Beatty Pharmaceutical Ltd",Rypin,Poland,53.0667,19.45,Pharmacy,Retail,Adriafinil Ehtymara,Antiseptics,432,535,231120,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,"Nolan, DuBuque and Schultz Pharm",Wa??brzych,Poland,50.7667,16.2833,Hospital,Government,Darlofen,Antipiretics,30,577,17310,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Koss Ltd Pharmaceutical Limited,Lw??wek ??l??ski,Poland,51.1167,15.5833,Hospital,Private,Primatate Univatol,Mood Stabilizers,10,172,1720,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Ritchie-Rodriguez Pharm,??uk??w,Poland,51.9167,22.3833,Pharmacy,Retail,Ciclonazol,Antiseptics,5,121,605,January,2018,Mary Gerrard,Britanny Bold,Delta
Smith Inc ,Will and Sons Pharmaceutical Limited,Pozna??,Poland,52.4,16.9167,Hospital,Government,Zynosine,Antimalarial,20,74,1480,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,"Wunsch, Mills and Walter ",Kielce,Poland,50.8725,20.6319,Pharmacy,Institution,Aspinavir Silovance,Antibiotics,4,549,2196,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Barrows Inc ,Hajn??wka,Poland,52.7333,23.5667,Hospital,Private,Quixitriptan Alanesin,Antiseptics,3,79,237,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Welch-Langworth ,Warsaw,Poland,52.2167,21.0333,Pharmacy,Retail,Ceretosine,Antiseptics,3,343,1029,January,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,Hill Ltd ,Gliwice,Poland,50.2976,18.6766,Pharmacy,Retail,Interzide,Antimalarial,1,420,420,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,Miller-Satterfield Pharma Plc,Nidzica,Poland,53.3583,20.425,Hospital,Private,Lactubucil,Antipiretics,2,585,1170,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Alimmethate Insudase,Analgesics,20,624,12480,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Balistreri Group Pharmaceutical Ltd,Prudnik,Poland,50.3197,17.5792,Pharmacy,Institution,Acantaine,Antibiotics,2,66,132,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,"Balistreri, Torp and Gulgowski Pharmacy",Che??m??a,Poland,53.2,18.6,Hospital,Private,Cephovelam,Mood Stabilizers,20,542,10840,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,Veum-Kerluke Pharmacy,Cz??uch??w,Poland,53.65,17.3667,Pharmacy,Retail,Sevoderm,Antipiretics,2,663,1326,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Kozey Ltd Pharmaceutical Ltd,Bielsk Podlaski,Poland,52.7667,23.2,Hospital,Government,Lioletine Refliruvax,Analgesics,3,435,1305,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Yundt-Crona Pharmaceutical Ltd,Siemiatycze,Poland,52.4272,22.8625,Hospital,Private,Kinovatol,Analgesics,2,370,740,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,Hayes-Kilback Pharmaceutical Ltd,??ary,Poland,51.6333,15.1333,Pharmacy,Retail,Dexacilin Triline,Analgesics,2,129,258,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,"Wunsch, Mills and Walter ",Kielce,Poland,50.8725,20.6319,Pharmacy,Institution,Diprolimus,Antiseptics,2,634,1268,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Cassin PLC Pharmacy,Miastko,Poland,54,16.9833,Hospital,Private,Halciramine,Antimalarial,540,409,220860,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,Feest-Kshlerin Pharmaceutical Ltd,??widnik,Poland,51.2333,22.7,Pharmacy,Institution,Adideine,Mood Stabilizers,20,678,13560,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Hansen Group Pharm,Gryf??w ??l??ski,Poland,51.0308,15.4202,Hospital,Private,Flutacerol,Analgesics,3,745,2235,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,Raynor-Graham Pharmaceutical Limited,Gorz??w Wielkopolski,Poland,52.7333,15.25,Pharmacy,Institution,Topifribrate,Analgesics,10,621,6210,January,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Solasteride,Mood Stabilizers,10,520,5200,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Daugherty-Rempel Pharma Plc,Be????yce,Poland,51.1833,22.2667,Hospital,Government,Androporin,Antiseptics,5,659,3295,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,Gottlieb-Cruickshank Pharma Plc,Brzeszcze,Poland,50,19.15,Hospital,Private,Algluconium Dorzofoxin,Antibiotics,1,611,611,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Fritsch-Hauck Pharma Plc,Mys??owice,Poland,50.2333,19.1333,Hospital,Government,Claricriptine Adaferol,Antibiotics,3,33,99,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Spencer-Jerde Pharmacy,Przeworsk,Poland,50.0591,22.4941,Pharmacy,Institution,Lovephilus,Analgesics,10,582,5820,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Nader-Borer Pharma Plc,Bielawa,Poland,50.6908,16.623,Pharmacy,Retail,Trazobalamin,Mood Stabilizers,4,762,3048,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Nader-Gaylord Pharmaceutical Ltd,????d??,Poland,51.7769,19.4547,Pharmacy,Retail,Relenvice,Antimalarial,5,459,2295,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,Spencer-Jerde Pharmacy,Przeworsk,Poland,50.0591,22.4941,Pharmacy,Institution,Pulmodiol Adalaxime,Analgesics,30,605,18150,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Smith Inc ,Streich PLC Pharmaceutical Limited,Przemy??l,Poland,49.785,22.7673,Pharmacy,Institution,Cogxone Levanide,Antimalarial,36,686,24696,January,2018,Jessica Smith,Britanny Bold,Delta
Smith Inc ,"Nitzsche, Effertz and Maggio Pharmacy",Malbork,Poland,54.0285,19.0444,Hospital,Private,Abatatriptan,Antibiotics,6,742,4452,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Hartmann-Wolf ,Trzebnica,Poland,51.305,17.0614,Hospital,Government,Alglutriptan,Analgesics,2,301,602,January,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,Romaguera-Fay Pharmaceutical Limited,Trzemeszno,Poland,52.5614,17.8231,Pharmacy,Retail,Topipizole,Mood Stabilizers,6,368,2208,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,Rogahn-Klein Pharmacy,Koronowo,Poland,53.3137,17.937,Hospital,Private,Stelazolid,Antimalarial,20,73,1460,January,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,Kozey-Schroeder ,Jawor,Poland,51.05,16.1833,Hospital,Private,Interfeferon Aspipex,Antiseptics,14,416,5824,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Emard-O'Connell Pharmacy,Zakopane,Poland,49.2994,19.9519,Pharmacy,Retail,Ionclotide,Analgesics,2,631,1262,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,McCullough LLC Pharma Plc,Cz??stochowa,Poland,50.8,19.1167,Pharmacy,Retail,Dantocept Ferurenone,Antiseptics,3,307,921,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Ondricka Ltd Pharmacy,??winouj??cie,Poland,53.9167,14.25,Hospital,Government,Ganineva Agenium,Antiseptics,1,390,390,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,"Johnson, Friesen and Torphy Pharma Plc",Gryfino,Poland,53.2524,14.4883,Hospital,Government,Cephovelam,Mood Stabilizers,15,542,8130,January,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,"Romaguera, Moen and Hagenes Pharmaceutical Limited",Sopot,Poland,54.4419,18.5478,Hospital,Private,Imiderm Vibranovate,Antipiretics,5,390,1950,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,"Cormier, Dietrich and Zulauf Pharma Plc",Pu??awy,Poland,51.4166,21.9694,Hospital,Government,Pentastrin,Antibiotics,5,497,2485,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,"Harris, Daugherty and Okuneva Pharma Plc",Krotoszyn,Poland,51.697,17.4357,Pharmacy,Retail,Zyvance,Analgesics,1,323,323,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Marquardt-Ryan Pharmaceutical Ltd,W??gorzewo,Poland,54.2167,21.75,Hospital,Private,Duraprazole Agalsixolol,Antiseptics,2,375,750,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Block-Romaguera Pharmaceutical Limited,Tarnowskie G??ry,Poland,50.45,18.8667,Hospital,Private,Sevoderm,Antipiretics,216,663,143208,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Lemke Ltd Pharm,Tarn??w,Poland,50.0125,20.9883,Hospital,Private,Asparathasone Unipan,Antibiotics,1,153,153,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Monahan Ltd ,O??wi??cim,Poland,50.0333,19.2333,Hospital,Government,Immurenol Temarate,Antipiretics,30,303,9090,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,Lindgren-Simonis Pharm,Biskupiec,Poland,53.8647,20.9569,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,60,106,6360,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Smith Inc ,Heidenreich Group Pharmaceutical Ltd,Rzesz??w,Poland,50.05,22,Pharmacy,Institution,Clinolan Pitoletra,Mood Stabilizers,5,130,650,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,"Leuschke, Waters and Schowalter Pharmaceutical Ltd",Krapkowice,Poland,50.4751,17.9654,Pharmacy,Institution,Exexone,Mood Stabilizers,5,239,1195,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,"Buckridge, Hand and Hyatt Pharma Plc",Zgorzelec,Poland,51.1528,15,Pharmacy,Institution,Choriotrisin,Antibiotics,17,591,10047,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,"Gleichner, Bahringer and Morar Pharma Plc",Gostynin,Poland,52.4167,19.4667,Hospital,Private,Temasone Thiobucil,Antimalarial,10,482,4820,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Feest-Kshlerin Pharmaceutical Ltd,??widnik,Poland,51.2333,22.7,Pharmacy,Institution,Adalatamine,Antiseptics,3,794,2382,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Rohan PLC Pharmaceutical Limited,Krynica,Poland,49.4222,20.9594,Pharmacy,Retail,Lansostral Acgestin,Antiseptics,10,627,6270,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,"Kshlerin, Ryan and Leuschke Pharma Plc",Zielona G??ra,Poland,51.9397,15.505,Hospital,Government,Solasteride,Mood Stabilizers,100,520,52000,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Schaefer-Rolfson ,Niepo??omice,Poland,50.0339,20.2172,Hospital,Private,Algluconium Dorzofoxin,Antibiotics,30,611,18330,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,Rowe PLC Pharmaceutical Ltd,K??ty,Poland,49.8821,19.2233,Pharmacy,Institution,Fosinofen,Antipiretics,20,385,7700,January,2018,Mary Gerrard,Britanny Bold,Delta
Smith Inc ,"Koch, Borer and Hagenes ",Ko??cian,Poland,52.0833,16.65,Hospital,Private,Acelimus,Analgesics,10,746,7460,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,D'Amore and Sons ,W??growiec,Poland,52.8,17.2,Hospital,Private,Relenstrel Exurabine,Antibiotics,5,424,2120,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,"Cormier, Dietrich and Zulauf Pharma Plc",Pu??awy,Poland,51.4166,21.9694,Hospital,Government,Adtiza Gammaluble,Antibiotics,24,452,10848,January,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,Kuhic LLC Pharma Plc,Oborniki,Poland,52.65,16.8167,Pharmacy,Retail,Trazobalamin,Mood Stabilizers,5,762,3810,January,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,Hayes-Kilback Pharmaceutical Ltd,??ary,Poland,51.6333,15.1333,Pharmacy,Retail,Amavirase,Antipiretics,10,487,4870,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Smith Inc ,"Gleichner, Bahringer and Morar Pharma Plc",Gostynin,Poland,52.4167,19.4667,Hospital,Private,Alpradipine,Analgesics,10,445,4450,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,"Yundt, Leuschke and Ward Pharmaceutical Ltd",??ychlin,Poland,52.2453,19.6236,Hospital,Government,Cyclovital,Antimalarial,10,677,6770,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,"Balistreri, Torp and Gulgowski Pharmacy",Che??m??a,Poland,53.2,18.6,Hospital,Private,Arivac,Antimalarial,2,567,1134,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Kling Inc Pharmaceutical Ltd,Ostrowiec ??wi??tokrzyski,Poland,50.9333,21.4,Pharmacy,Institution,Hydroxyprosyn,Antibiotics,4,220,880,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,"Balistreri, Torp and Gulgowski Pharmacy",Che??m??a,Poland,53.2,18.6,Hospital,Private,Comzyme,Antibiotics,10,114,1140,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,Fadel-West ,Z??otoryja,Poland,51.1264,15.9198,Pharmacy,Institution,Argalazine Abostryl,Antipiretics,2,628,1256,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,Will and Sons Pharmaceutical Limited,Pozna??,Poland,52.4,16.9167,Hospital,Government,Requimadin,Antimalarial,5,408,2040,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,"Ondricka, Rosenbaum and Beahan ",Starogard Gda??ski,Poland,53.9667,18.5333,Hospital,Government,Sumanazole,Analgesics,1,529,529,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,"Moen, Murazik and Smith ",Siedlce,Poland,52.1833,22.2833,Pharmacy,Retail,Robapril,Antipiretics,50,453,22650,January,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,Stanton-Cole ,Skierniewice,Poland,51.9528,20.1417,Hospital,Private,Interzide,Antimalarial,4,420,1680,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,Hayes-Kilback Pharmaceutical Ltd,??ary,Poland,51.6333,15.1333,Pharmacy,Retail,Docstryl Rivacin,Antiseptics,4,789,3156,January,2018,Jessica Smith,Britanny Bold,Delta
Smith Inc ,Balistreri-Watsica Pharmacy,E??k,Poland,53.8167,22.35,Pharmacy,Retail,Adriafinil Ehtymara,Antiseptics,5,535,2675,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Reilly Ltd ,M??awa,Poland,53.1167,20.3667,Pharmacy,Retail,Lansostral Acgestin,Antiseptics,2,627,1254,January,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,"Crist, Wisoky and Nolan Pharmaceutical Ltd",Toru??,Poland,53.0167,18.6167,Pharmacy,Retail,Ribabyclor,Antiseptics,5,469,2345,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,"Cormier, Dietrich and Zulauf Pharma Plc",Pu??awy,Poland,51.4166,21.9694,Hospital,Government,Tacrodomide,Antipiretics,1,420,420,January,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,Kunze PLC Pharm,Dar??owo,Poland,54.4167,16.4167,Hospital,Private,Invisteride Diclomycin,Mood Stabilizers,4,452,1808,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,"Towne, Cummerata and Blanda Pharm",Kalisz,Poland,51.757,18.083,Hospital,Private,Claricriptine Adaferol,Antibiotics,15,33,495,January,2018,Thompson Crawford,James Goodwill,Alfa
Smith Inc ,Veum-Kerluke Pharmacy,Cz??uch??w,Poland,53.65,17.3667,Pharmacy,Retail,Aldevac,Analgesics,42,26,1092,January,2018,Thompson Crawford,James Goodwill,Alfa
Smith Inc ,"Buckridge, Hand and Hyatt Pharma Plc",Zgorzelec,Poland,51.1528,15,Pharmacy,Institution,Temasone Thiobucil,Antimalarial,4,482,1928,January,2018,Thompson Crawford,James Goodwill,Alfa
Smith Inc ,Barton Ltd Pharma Plc,Czelad??,Poland,50.3333,19.0833,Hospital,Private,Ketastadil,Analgesics,50,763,38150,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Crist Inc ,Stary S??cz,Poland,49.5625,20.6364,Hospital,Private,Alemtuvatol Megalinum,Analgesics,10,682,6820,January,2018,Jessica Smith,Britanny Bold,Delta
Smith Inc ,McCullough LLC Pharma Plc,Cz??stochowa,Poland,50.8,19.1167,Pharmacy,Retail,Tiaracil,Antipiretics,48,162,7776,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Erdman PLC Pharmacy,Ozimek,Poland,50.6731,18.2131,Pharmacy,Institution,Symdocet,Antipiretics,3,470,1410,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,Schaefer Group Pharmaceutical Limited,Ustro??,Poland,49.7167,18.8167,Hospital,Government,Neuropogen Empibax,Analgesics,6,605,3630,January,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,"Kuphal, D'Amore and Bode Pharmaceutical Ltd",Szczecin,Poland,53.4247,14.5553,Pharmacy,Retail,Relenvice,Antimalarial,4,459,1836,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Smith Inc ,"Erdman, Senger and Oberbrunner Pharm",Rawa Mazowiecka,Poland,51.7667,20.25,Pharmacy,Retail,Veratorol Ciclovatol,Mood Stabilizers,2,154,308,January,2018,Jessica Smith,Britanny Bold,Delta
Smith Inc ,Leffler-Russel Pharm,Konstancin-Jeziorna,Poland,52.0938,21.1176,Hospital,Private,Insozyme,Antiseptics,10,655,6550,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Marquardt-Ryan Pharmaceutical Ltd,W??gorzewo,Poland,54.2167,21.75,Hospital,Private,Dantolac Pazocor,Analgesics,36,578,20808,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Smith Inc ,Runte-Marquardt Pharmaceutical Ltd,Olecko,Poland,54.0333,22.5,Hospital,Private,Malaxolol Aeroprosyn,Antiseptics,6,502,3012,January,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,Hermiston and Sons Pharma Plc,Bochnia,Poland,49.9833,20.4333,Pharmacy,Institution,Effidomide Evofribrate,Antiseptics,5,612,3060,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,Waelchi LLC Pharmacy,Katowice,Poland,50.25,19,Hospital,Government,Biotasol Siloderm,Antiseptics,2,373,746,January,2018,Jessica Smith,Britanny Bold,Delta
Smith Inc ,"Hills, Stroman and Ernser Pharm",Pu??tusk,Poland,52.7025,21.0828,Hospital,Private,Rebedase Aplencor,Mood Stabilizers,3,180,540,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Trantow LLC Pharma Plc,Braniewo,Poland,54.3833,19.8333,Pharmacy,Retail,Lacoplex Hyaluvance,Mood Stabilizers,3,334,1002,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,"Haag, Bradtke and Terry Pharmacy",Bia??a Podlaska,Poland,52.0333,23.1167,Hospital,Government,Factolamide,Antiseptics,10,345,3450,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution,Antilamin Clinbital,Antibiotics,10,664,6640,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Denesik-Hintz Pharm,Mi??dzyrzec Podlaski,Poland,51.9833,22.8,Pharmacy,Retail,Clinicilin Pentozone,Antimalarial,10,112,1120,January,2018,Mary Gerrard,Britanny Bold,Delta
Smith Inc ,Hermiston LLC ,Strzegom,Poland,51,16.3333,Pharmacy,Institution,Lioletine Refliruvax,Analgesics,5,435,2175,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,"Wunsch, Mills and Walter ",Kielce,Poland,50.8725,20.6319,Pharmacy,Institution,Formolovir Amanferon,Analgesics,2,191,382,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,"Rosenbaum, Klein and Herzog ",Zb??szy??,Poland,52.2531,15.9178,Hospital,Private,Thalilamide,Antibiotics,6,615,3690,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,"Johnson, Friesen and Torphy Pharma Plc",Gryfino,Poland,53.2524,14.4883,Hospital,Government,Interfeferon Aspipex,Antiseptics,6,416,2496,January,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,"Bogan, Jacobs and Kris Pharmacy",Lubart??w,Poland,51.4667,22.6,Pharmacy,Institution,Araxetine,Antibiotics,2,450,900,January,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,"McClure, Zemlak and Dibbert Pharma Plc",Gda??sk,Poland,54.3667,18.6333,Pharmacy,Retail,Sevotrana Tiafoxin,Analgesics,40,460,18400,January,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Kreiger Inc Pharma Plc,Mielec,Poland,50.2833,21.4333,Hospital,Private,Flutacerol,Analgesics,30,745,22350,January,2018,Mary Gerrard,Britanny Bold,Delta
Smith Inc ,Carter-Conn Pharma Plc,Brwin??w,Poland,52.1417,20.7167,Hospital,Private,Alarudin Azarolac,Mood Stabilizers,30,567,17010,January,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,Mills Inc Pharma Plc,Bydgoszcz,Poland,53.1167,18,Hospital,Private,Fosinofen,Antipiretics,40,385,15400,January,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,Heidenreich Group Pharmaceutical Ltd,Rzesz??w,Poland,50.05,22,Pharmacy,Institution,Penitrana,Analgesics,10,179,1790,January,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,Schaden-Hirthe Pharmaceutical Ltd,??widnica,Poland,50.8438,16.4886,Pharmacy,Institution,Docstryl Rivacin,Antiseptics,20,789,15780,January,2018,Alan Ray,James Goodwill,Alfa
