RecordID,SnapshotDate,ProductName,ProductClass,ManufacturingSite,BatchNumber,ExpiryDate,StorageCondition,WarehouseCountry,QuantityOnHand,ReorderLevel,StockoutFlag
INV002293,2017-02-10,Sucprine Specbalamin,Antiseptics,Munich Plant,B1702-3735,2017-09-11,Refrigerated,Germany,7255,68,No
INV002294,2017-11-07,Lansostral Acgestin,Antiseptics,MUNICH PLANT,B1711-6842,2018-05-28,room temperature,Germany,5163,260,FALSE
INV002295,2017-06-19,Malaxolol Aeroprosyn,Antiseptics,frankfurt plant,B1706-1002,2019-12-07, controlled substance  ,Germany,1196,359,No
INV002296,2020-08-24,Neuropogen Empibax,Analgesics, Frankfurt Plant  ,B2008-5567,2021-01-13, REFRIGERATED  ,Germany,4125,80,No
INV002297,2017-12-06,Factolamide,Antiseptics,warsaw plant,B1712-1083,2019-09-18,Frozen,Poland,5574,283,No
INV002298,2019-03-07,Ultrimax Ultriset,Antiseptics,Krakow Facility,B1903-6191,2020-04-18,Frozen,Poland,3805,199,No
INV002299,2017-05-02, Abobozolid  ,Antimalarial,poznan site,B1705-5611,2018-10-15,FROZEN,Poland,5544,307,No
INV002300,2019-12-27,Atrabicin Alkerotec,Antiseptics,Krakow Facility,B1912-6607,2021-07-13, controlled substance  ,Poland,9674,340,No
INV002301,2018-01-28,Interzide,Antimalarial,MUNICH PLANT,B1801-3972,2020-09-22, controlled substance  ,Germany,7463,230,No
INV002302,2019-08-30, Hemavate Spirolinum  ,Mood Stabilizers,Warsaw Plant,B1908-4863,2022-05-31,room temperature,Poland,3539,234,No
INV002303,2019-11-13, Lovavatol Azelavarix  ,Mood Stabilizers,frankfurt plant,B1911-5760,2020-12-20,Refrigerated,Germany,2846,246,No
INV002304,2017-09-17,Liomulin,Mood Stabilizers, Munich Plant  ,B1709-2055,2018-01-28,controlled substance,Germany,3773,255,0
INV002305,2017-11-04,Cortirodine Alimcline,Antipiretics,poznan site,B1711-3735,2019-01-20, Refrigerated  ,Poland,6189,200,0
INV002306,2018-11-03, Travoloride  ,Antiseptics,Munich Plant,B1811-5162,2021-09-12,REFRIGERATED,Germany,5086,233,No
INV002307,2017-07-04,Dorzovorin Pentadarone,Antimalarial,Poznan Site,B1707-2667,2017-11-22, Refrigerated  ,Poland,4988,304,FALSE
INV002308,2019-02-25,Thionide,Analgesics,MUNICH PLANT,B1902-8704,2022-01-09,Refrigerated,Germany,3976,228,No
INV002309,2019-12-11,Ceretosine,Antiseptics, Poznan Site  ,B1912-9092,2022-05-16, Refrigerated  ,Poland,2203,132,No
INV002310,2017-10-20,Pulmofine,Antibiotics, warsaw plant  ,B1710-8248,2019-10-13,controlled substance,Poland,4772,160,No
INV002311,2019-11-19,Halcifergen Nevazone,Antimalarial,WARSAW PLANT,B1911-3833,2020-11-27,room temperature,Poland,9944,208,No
INV002312,2018-11-18,Alemtuvatol Megalinum,Analgesics, krakow facility  ,B1811-5039,2019-08-16, frozen  ,Poland,6993,57,No
INV002313,2020-06-30,Primatate Univatol,Mood Stabilizers,frankfurt plant,B2006-2508,2021-10-19, controlled substance  ,Germany,N/A,272,No
INV002314,2018-10-23,Lansopril Acribax,Antipiretics, Poznan Site  ,B1810-8203,2019-08-04, Frozen  ,Poland,5848,327,0
INV002315,2018-08-27, Fentatrol Rapatelase  ,Antibiotics, frankfurt plant  ,B1808-5216,2021-01-30, ROOM TEMPERATURE  ,Germany,2910,365,No
INV002316,2019-01-10,Interfestar,Antibiotics, Munich Plant  ,B1901-7460,2020-07-20, CONTROLLED SUBSTANCE  ,Germany,4456,194,FALSE
INV002317,2020-10-16,Pentastrin,Antibiotics,Frankfurt Plant,B2010-8898,2023-02-26, CONTROLLED SUBSTANCE  ,Germany,5592,354,No
INV002318,2020-01-24,Argalazine Abostryl,Antipiretics,Poznan Site,B2001-1907,2020-06-25,controlled substance,Poland,9887,246,FALSE
INV002319,2020-01-26,Apromin,Antiseptics,poznan site,B2001-1169,2022-03-06, room temperature  ,Poland,3756,54,FALSE
INV002320,2020-04-15,Betanem,Analgesics, Poznan Site  ,B2004-0969,2021-07-13,REFRIGERATED,Poland,5419,153,0
INV002321,2020-04-07, Clindaracil  ,Analgesics,Poznan Site,B2004-0913,2020-08-04,FROZEN,Poland,5124,114,No
INV002322,2017-05-06,Lansopril Acribax,Antipiretics,POZNAN SITE,B1705-4520,2018-03-08, room temperature  ,Poland,5448,107,No
INV002323,2020-03-17,Dantolac Pazocor,Analgesics, WARSAW PLANT  ,B2003-7057,2021-10-03,FROZEN,Poland,9810,163,No
INV002324,2020-08-26,Cordamectin Actolamin,Antipiretics, Warsaw Plant  ,B2008-9254,2021-02-03,controlled substance,Poland,5862,190,FALSE
INV002325,2020-09-24,Clindaracil,Analgesics,Poznan Site,B2009-5486,2022-01-18,controlled substance,Poland,N/A,181,No
INV002326,2018-12-08, Lioletine Refliruvax  ,Analgesics,MUNICH PLANT,B1812-8883,2020-11-17,CONTROLLED SUBSTANCE,Germany,N/A,295,FALSE
INV002327,2020-04-18,Araxetine,Antibiotics,Frankfurt Plant,B2004-3558,2021-05-25, ROOM TEMPERATURE  ,Germany,7763,224,FALSE
INV002328,2020-12-15,Dexmebital Acanplan,Analgesics, Poznan Site  ,B2012-1314,2022-04-17,Refrigerated,Poland,5306,88,No
INV002329,2018-04-02,Adrecetam Barazoxane,Antimalarial,poznan site,B1804-5560,2021-03-01,Frozen,Poland,1639,64,No
INV002330,2019-11-09, Veratorol Ciclovatol  ,Mood Stabilizers,Poznan Site,B1911-3378,2022-09-30,Frozen,Poland,9901,227,0
INV002331,2020-03-06, Antaparin Varizyme  ,Mood Stabilizers,Munich Plant,B2003-4049,2020-11-30,room temperature,Germany,8774,84,FALSE
INV002332,2019-01-26,Symbitrim,Analgesics,MUNICH PLANT,B1901-1667,2021-06-09, Frozen  ,Germany,3907,171,No
INV002333,2020-10-07,Exexone,Mood Stabilizers,MUNICH PLANT,B2010-5787,2022-03-16,frozen,Germany,7701,148,No
INV002334,2018-06-20,Sanctumine,Antimalarial,Warsaw Plant,B1806-8882,2020-12-20,Refrigerated,Poland,3211,290,No
INV002335,2020-10-12, Quixitriptan Alanesin  ,Antiseptics,POZNAN SITE,B2010-0286,2022-12-09,REFRIGERATED,Poland,3974,153,FALSE
INV002336,2019-01-04,Alemtuvatol Megalinum,Analgesics,Krakow Facility,B1901-1467,2021-05-12, FROZEN  ,Poland,8526,111,FALSE
INV002337,2019-01-01,Argalazine Abostryl,Antipiretics,poznan site,B1901-9139,2019-06-18, room temperature  ,Poland,5540,137,No
INV002338,2018-07-07,Choriotrisin,Antibiotics,Warsaw Plant,B1807-2773,2020-11-08,Refrigerated,Poland,6648,93,FALSE
INV002339,2020-04-21,Penitrana,Analgesics, FRANKFURT PLANT  ,B2004-6767,2023-04-14,refrigerated,Germany,4775,312,No
INV002340,2018-02-27,Ketastadil,Analgesics,Frankfurt Plant,B1802-7627,2021-02-08, Refrigerated  ,Germany,8062,80,No
INV002341,2018-09-13, Aprerase  ,Antipiretics, Frankfurt Plant  ,B1809-9842,2021-07-28,refrigerated,Germany,5038,50,FALSE
INV002342,2019-01-21, Ganineva Agenium  ,Antiseptics, FRANKFURT PLANT  ,B1901-0556,2020-01-01,CONTROLLED SUBSTANCE,Germany,2091,190,0
INV002343,2017-09-07, Pazofenac  ,Mood Stabilizers,Krakow Facility,B1709-1159,2018-12-03,CONTROLLED SUBSTANCE,Poland,8107,390,No
INV002344,2019-10-06,Argalazine Abostryl,Antipiretics,Poznan Site,B1910-6957,2020-03-19,frozen,Poland,5800,399,No
INV002345,2019-11-11,Secrelazine Insonamic,Antipiretics,Munich Plant,B1911-1345,2021-10-30,room temperature,Germany,6614,386,No
INV002346,2018-09-27,Ceftatana Serolamide,Antipiretics,Munich Plant,B1809-4725,2021-06-12,refrigerated,Germany,4437,232,No
INV002347,2017-12-27, Algluconium Dorzofoxin  ,Antibiotics, MUNICH PLANT  ,B1712-9132,2018-11-14,FROZEN,Germany,5308,86,No
INV002348,2017-05-28,Alglutriptan,Analgesics, poznan site  ,B1705-2884,2020-05-20,Refrigerated,Poland,3664,217,FALSE
INV002349,2020-04-16, Angioparin Brimosumab  ,Mood Stabilizers, Munich Plant  ,B2004-6149,2022-02-22,Frozen,Germany,5783,127,Yes
INV002350,2019-05-04,Hemavate Spirolinum,Mood Stabilizers,Warsaw Plant,B1905-3122,2020-10-05, REFRIGERATED  ,Poland,1425,204,No
INV002351,2019-01-31,Tetratanyl,Antimalarial,Poznan Site,B1901-8783,2019-06-17,Frozen,Poland,8953,75,No
INV002352,2019-03-12, Pulmofine  ,Antibiotics,Warsaw Plant,B1903-6336,2021-12-26, room temperature  ,Poland,3861,342,FALSE
INV002353,2019-05-10, Pentastrin  ,Antibiotics, Frankfurt Plant  ,B1905-0272,2019-10-19,Frozen,Germany,6673,376,FALSE
INV002354,2018-01-18,Spiroderall,Mood Stabilizers, Munich Plant  ,B1801-6235,2019-01-21, room temperature  ,Germany,3197,246,No
INV002355,2018-02-11,Aldevac,Analgesics,WARSAW PLANT,B1802-8724,2018-07-29,Refrigerated,Poland,1583,95,No
INV002356,2019-03-26,Alpharolac,Antipiretics, frankfurt plant  ,B1903-9083,2020-07-27,refrigerated,Germany,529,191,No
INV002357,2019-02-15, Epzipitant  ,Analgesics,Poznan Site,B1902-6984,2019-07-29,room temperature,Poland,8061,87,No
INV002358,2020-09-25,Victomax,Analgesics,Frankfurt Plant,B2009-7044,2023-01-10, room temperature  ,Germany,4150,205,No
INV002359,2018-08-30,Liomulin,Mood Stabilizers,MUNICH PLANT,B1808-8391,2020-09-20,ROOM TEMPERATURE,Germany,5497,314,No
INV002360,2017-05-05,Alimmethate Insudase,Analgesics,Krakow Facility,B1705-3510,2018-02-08,Refrigerated,Poland,8323,343,No
INV002361,2017-11-07, Hydroxyprosyn  ,Antibiotics, Poznan Site  ,B1711-2264,2018-06-10,Frozen,Poland,8389,352,No
INV002362,2018-11-29, Exotropin Empizine  ,Mood Stabilizers,poznan site,B1811-1273,2021-02-07,Refrigerated,Poland,1993,106,FALSE
INV002363,2020-12-25,Trazozaprine,Mood Stabilizers, frankfurt plant  ,B2012-6992,2023-12-11,controlled substance,Germany,9417,243,No
INV002364,2020-09-30,Allomenda,Antipiretics,Poznan Site,B2009-9515,2021-11-07,controlled substance,Poland,1196,148,0
INV002365,2018-06-21,Pentastrin,Antibiotics,frankfurt plant,B1806-2412,2020-01-21,refrigerated,Germany,1077,310,No
INV002366,2019-09-19,Cogxone Levanide,Antimalarial,Poznan Site,B1909-1781,2020-08-04,room temperature,Poland,1992,204,FALSE
INV002367,2017-01-09, Zynosine  ,Antimalarial,warsaw plant,B1701-0021,2018-10-09,refrigerated,Poland,8696,205,No
INV002368,2019-06-21, Abatatriptan  ,Antibiotics,Munich Plant,B1906-9675,2019-12-30, Refrigerated  ,Germany,6685,125,No
INV002369,2017-11-13,Saprodeine Zanprosyn,Antibiotics,Poznan Site,B1711-6477,2019-02-04,ROOM TEMPERATURE,Poland,1748,317,No
INV002370,2020-01-05, Requimadin  ,Antimalarial, Krakow Facility  ,B2001-4633,2021-11-22,controlled substance,Poland,2960,194,No
INV002371,2018-02-26, Abilovir Aprotasol  ,Antipiretics,Poznan Site,B1802-4914,2018-08-11, controlled substance  ,Poland,3153,225,No
INV002372,2020-05-24,Nisorase,Antibiotics,MUNICH PLANT,B2005-6128,2020-09-07, room temperature  ,Germany,643,373,No
INV002373,2017-01-11,Atomorelin,Analgesics,Warsaw Plant,B1701-9273,2019-12-10,CONTROLLED SUBSTANCE,Poland,4408,65,FALSE
INV002374,2018-08-16,Alemtuvatol Megalinum,Analgesics,Krakow Facility,B1808-2228,2020-02-07,refrigerated,Poland,2974,69,No
INV002375,2020-12-23, Nisorase  ,Antibiotics, munich plant  ,B2012-2258,2023-05-11,refrigerated,Germany,5029,110,FALSE
INV002376,2018-02-22,Aclonuma,Antimalarial,Warsaw Plant,B1802-9171,2018-09-23,frozen,Poland,5518,143,No
INV002377,2017-02-26,Dantolac Pazocor,Analgesics,warsaw plant,B1702-7948,2018-06-29,controlled substance,Poland,4818,118,No
INV002378,2020-01-26,Ampysin,Analgesics,krakow facility,B2001-7282,2022-08-24,room temperature,Poland,1169,180,No
INV002379,2017-04-08,Ranediol,Antibiotics,WARSAW PLANT,B1704-7758,2019-11-12,room temperature,Poland,8465,131,No
INV002380,2017-04-26,Albudazole Erobloc,Antiseptics,FRANKFURT PLANT,B1704-0987,2018-07-23, ROOM TEMPERATURE  ,Germany,2528,256,No
INV002381,2017-05-19, Nisorase  ,Antibiotics,MUNICH PLANT,B1705-9197,2019-09-11, Refrigerated  ,Germany,6454,125,No
INV002382,2020-06-05,Asparathasone Unipan,Antibiotics,Poznan Site,B2006-2575,2022-03-07,Refrigerated,Poland,3952,356,FALSE
INV002383,2019-03-10,Agalsiline,Mood Stabilizers,Warsaw Plant,B1903-3482,2021-10-23,Refrigerated,Poland,9217,232,No
INV002384,2018-11-07,Dantolac Pazocor,Analgesics,Warsaw Plant,B1811-8881,2019-03-16,Frozen,Poland,539,156,FALSE
INV002385,2017-11-27,Ibruferon,Antiseptics,FRANKFURT PLANT,B1711-0119,2019-01-29,ROOM TEMPERATURE,Germany,2052,343,FALSE
INV002386,2018-01-06,Sanctumine,Antimalarial,Warsaw Plant,B1801-8006,2019-05-09,room temperature,Poland,9080,108,FALSE
INV002387,2018-06-26,Dexacilin Triline,Analgesics,MUNICH PLANT,B1806-0895,2021-01-23,Refrigerated,Germany,1133,358,No
INV002388,2017-12-07,Belavarix Benzabicin,Antibiotics, FRANKFURT PLANT  ,B1712-7274,2020-05-02,FROZEN,Germany,8790,248,FALSE
INV002389,2018-06-27, Asparathasone Unipan  ,Antibiotics,Poznan Site,B1806-3673,2021-02-17, CONTROLLED SUBSTANCE  ,Poland,2201,79,No
INV002390,2020-06-25,Primatate Univatol,Mood Stabilizers,Frankfurt Plant,B2006-5519,2021-11-18, CONTROLLED SUBSTANCE  ,Germany,9676,391,FALSE
INV002391,2019-03-16,Amphesirox,Antiseptics,warsaw plant,B1903-6391,2021-05-16,REFRIGERATED,Poland,6855,350,FALSE
INV002392,2017-09-18, Sodinel Olofribrate  ,Antimalarial,warsaw plant,B1709-4701,2020-02-25,Refrigerated,Poland,9010,390,FALSE
INV002393,2018-02-11,Xenaminphen,Antimalarial,WARSAW PLANT,B1802-1566,2020-04-04,Refrigerated,Poland,8926,,0
INV002394,2019-12-22,Finanel,Antimalarial,krakow facility,B1912-0840,2020-07-04,Refrigerated,Poland,6160,131,1
INV002395,2020-08-23,Acycnafine Microvate,Mood Stabilizers, Frankfurt Plant  ,B2008-2682,2022-04-02,FROZEN,Germany,2007,349,FALSE
INV002396,2017-10-27,Dorzovorin Pentadarone,Antimalarial,Poznan Site,B1710-9692,2018-03-23,controlled substance,Poland,1158,263,No
INV002397,2020-09-24,Lactubucil,Antipiretics, Poznan Site  ,B2009-6713,2023-04-15, frozen  ,Poland,2349,346,0
INV002398,2018-08-22,Proprabax,Analgesics,Warsaw Plant,B1808-3367,2021-03-16,Frozen,Poland,2752,231,No
INV002399,2018-02-20,Betanem,Analgesics,poznan site,B1802-7275,2019-01-13,controlled substance,Poland,9069,109,No
INV002400,2019-05-07,Ampinonide,Antimalarial,Poznan Site,B1905-2833,2020-08-15,CONTROLLED SUBSTANCE,Poland,9221,54,No
INV002401,2020-03-05,Cephovelam,Mood Stabilizers,munich plant,B2003-9058,2021-04-29,CONTROLLED SUBSTANCE,Germany,1185,248,No
INV002402,2020-11-26,Alisteride Pemidizem,Antiseptics,Poznan Site,B2011-8224,2022-01-04,Frozen,Poland,3721,184,No
INV002403,2020-04-18,Imiderm Vibranovate,Antipiretics,Frankfurt Plant,B2004-5127,2020-08-11, room temperature  ,Germany,6793,263,No
INV002404,2018-08-05, Cricane Acamsumab  ,Antiseptics,Warsaw Plant,B1808-6101,2018-10-30,controlled substance,Poland,4682,87,No
INV002405,2019-10-24,Requimadin,Antimalarial,krakow facility,B1910-6946,2020-04-19,room temperature,Poland,9879,118,0
INV002406,2020-01-21,Tiaracil,Antipiretics,Warsaw Plant,B2001-0100,2020-08-19, Refrigerated  ,Poland,8243,283,FALSE
INV002407,2018-05-04,Quiniprosyn,Antiseptics, MUNICH PLANT  ,B1805-9831,2018-12-21,controlled substance,Germany,6733,115,FALSE
INV002408,2017-08-03, Lovephilus  ,Analgesics,POZNAN SITE,B1708-9062,2018-02-03, REFRIGERATED  ,Poland,3756,364,No
INV002409,2019-10-26, Alarudin Azarolac  ,Mood Stabilizers,warsaw plant,B1910-8448,2021-01-02,Frozen,Poland,283,205,No
INV002410,2020-01-28,Aciprex,Antipiretics,POZNAN SITE,B2001-9216,2022-05-01,refrigerated,Poland,4145,227,No
INV002411,2020-01-03,Dantolac Pazocor,Analgesics,WARSAW PLANT,B2001-1550,2021-01-12, CONTROLLED SUBSTANCE  ,Poland,9766,187,No
INV002412,2017-09-21,Interfedox Pilobamol,Antiseptics, frankfurt plant  ,B1709-4839,2018-12-03, Frozen  ,Germany,3791,205,FALSE
INV002413,2018-01-09,Kinenadryl,Antipiretics,POZNAN SITE,B1801-7030,2020-10-14,controlled substance,Poland,5779,366,No
INV002414,2018-08-02, Ketastadil  ,Analgesics, frankfurt plant  ,B1808-6276,2019-01-28,Frozen,Germany,2588,81,FALSE
INV002415,2018-09-05, Kiovax Tercorolac  ,Analgesics, Munich Plant  ,B1809-3352,2021-07-31,room temperature,Germany,9451,66,No
INV002416,2019-03-03,Fentalac,Antipiretics,WARSAW PLANT,B1903-0266,2020-04-16, FROZEN  ,Poland,5124,238,No
INV002417,2017-11-12,Topifribrate,Analgesics,MUNICH PLANT,B1711-7511,2018-01-19,FROZEN,Germany,823,122,0
INV002418,2019-08-27,Morphizolid Tianalin,Mood Stabilizers, Krakow Facility  ,B1908-8549,2022-08-11, room temperature  ,Poland,4059,70,No
INV002419,2017-05-27,Liomulin,Mood Stabilizers, Munich Plant  ,B1705-4616,2018-07-23,CONTROLLED SUBSTANCE,Germany,3732,111,FALSE
INV002420,2018-03-06, Topipizole  ,Mood Stabilizers,WARSAW PLANT,B1803-2606,2019-03-26,room temperature,Poland,8475,65,No
INV002421,2017-07-29, Symbitrim  ,Analgesics, Munich Plant  ,B1707-7993,2019-07-22,REFRIGERATED,Germany,5865,248,FALSE
INV002422,2017-01-19,Feruprazole,Mood Stabilizers, Poznan Site  ,B1701-9223,2018-03-28, CONTROLLED SUBSTANCE  ,Poland,6064,170,FALSE
INV002423,2017-01-26,Relenvice,Antimalarial,Munich Plant,B1701-6529,2019-09-15,REFRIGERATED,Germany,2933,238,FALSE
INV002424,2018-02-18,Sucprine Specbalamin,Antiseptics, munich plant  ,B1802-2164,2019-03-20,refrigerated,Germany,7041,127,No
INV002425,2017-07-17,Aggretisol,Antimalarial,krakow facility,B1707-5980,2018-10-26,FROZEN,Poland,9371,260,FALSE
INV002426,2019-10-13,Sumanazole,Analgesics,Munich Plant,B1910-1321,2022-07-24,room temperature,Germany,7996,244,No
INV002427,2018-02-11,Metapatch,Antipiretics,Krakow Facility,B1802-3950,2019-04-03,Refrigerated,Poland,2806,124,No
INV002428,2017-08-25,Betanem,Analgesics,Poznan Site,B1708-8836,2019-04-27,controlled substance,Poland,1381,72,No
INV002429,2020-10-10,Tesnorphine Silotamine,Antibiotics, Munich Plant  ,B2010-4431,2021-07-08,controlled substance,Germany,3188,347,No
INV002430,2018-01-08,Androporin,Antiseptics,MUNICH PLANT,B1801-5776,2020-04-23, controlled substance  ,Germany,4097,62,No
INV002431,2020-01-01,Zonixamine Immulinum,Analgesics,Munich Plant,B2001-0069,2021-06-11,CONTROLLED SUBSTANCE,Germany,1559,245,No
INV002432,2019-04-22,Quixitriptan Alanesin,Antiseptics,Poznan Site,B1904-2655,2021-02-26,REFRIGERATED,Poland,8069,239,No
INV002433,2018-02-17, Aprerase  ,Antipiretics,Frankfurt Plant,B1802-4118,2018-05-18, CONTROLLED SUBSTANCE  ,Germany,7299,107,No
INV002434,2018-02-27, Kiovax Tercorolac  ,Analgesics,Munich Plant,B1802-6984,2018-07-29,Frozen,Germany,1170,261,No
INV002435,2020-11-19,Aciprex,Antipiretics, Poznan Site  ,B2011-3032,2022-07-05,Frozen,Poland,5283,56,FALSE
INV002436,2017-09-08, Tracdomide  ,Antipiretics,KRAKOW FACILITY,B1709-6860,2018-07-03, room temperature  ,Poland,5006,374,0
INV002437,2020-07-28,Primapion,Antibiotics,POZNAN SITE,B2007-7393,2022-09-01,room temperature,Poland,9551,159,FALSE
INV002438,2019-10-17,Effidomide Evofribrate,Antiseptics,WARSAW PLANT,B1910-7126,2022-09-16,Frozen,Poland,1039,106,No
INV002439,2017-09-17,Aprerase,Antipiretics,Frankfurt Plant,B1709-1909,2018-03-08, room temperature  ,Germany,5657,240,0
INV002440,2017-06-25, Amcibax Amcikeran  ,Analgesics,Frankfurt Plant,B1706-9342,2018-10-26,Refrigerated,Germany,9995,157,No
INV002441,2020-02-03, Clinolan Pitoletra  ,Mood Stabilizers, munich plant  ,B2002-6792,2022-04-28, frozen  ,Germany,4598,126,No
INV002442,2018-08-17,Decidenu Galantrigine,Antipiretics, MUNICH PLANT  ,B1808-2220,2019-11-01,refrigerated,Germany,3288,105,FALSE
INV002443,2019-03-17, Aclonuma  ,Antimalarial,Warsaw Plant,B1903-9886,2022-02-07,CONTROLLED SUBSTANCE,Poland,5684,303,No
INV002444,2020-12-27,Menogine,Antiseptics,FRANKFURT PLANT,B2012-2862,2022-04-23,room temperature,Germany,4374,332,FALSE
INV002445,2017-05-19,Dexmebital Acanplan,Analgesics,POZNAN SITE,B1705-7526,2018-06-25,Refrigerated,Poland,4599,256,No
INV002446,2020-05-01, Antilamin Clinbital  ,Antibiotics, Frankfurt Plant  ,B2005-2963,2021-01-19,controlled substance,Germany,6907,368,FALSE
INV002447,2020-11-19,Thalilamide,Antibiotics, Warsaw Plant  ,B2011-9198,2022-03-07,room temperature,Poland,2613,362,No
INV002448,2017-12-26,Cephozumab Synmethate,Antibiotics, Poznan Site  ,B1712-4067,2020-10-09,REFRIGERATED,Poland,3188,192,FALSE
INV002449,2018-10-07,Algluconium Dorzofoxin,Antibiotics,munich plant,B1810-4962,2020-05-03, controlled substance  ,Germany,9716,341,FALSE
INV002450,2018-12-29,Amavirase,Antipiretics,Munich Plant,B1812-2860,2021-12-19,Frozen,Germany,3456,64,FALSE
INV002451,2018-03-10,Brimorix Amonine,Antibiotics,MUNICH PLANT,B1803-2746,2018-12-20,room temperature,Germany,6827,51,No
INV002452,2018-03-15,Travoloride,Antiseptics,munich plant,B1803-0178,2019-07-20, Refrigerated  ,Germany,9692,254,0
INV002453,2020-09-18, Immurenol Temarate  ,Antipiretics,Frankfurt Plant,B2009-8967,2021-06-20,REFRIGERATED,Germany,2003,,FALSE
INV002454,2017-06-04,Cordamectin Actolamin,Antipiretics,WARSAW PLANT,B1706-9431,2018-01-15,Frozen,Poland,4706,314,No
INV002455,2017-04-08, Raparidol  ,Mood Stabilizers,Krakow Facility,B1704-7740,2019-08-07,REFRIGERATED,Poland,599,324,FALSE
INV002456,2019-04-13,Adrecetam Barazoxane,Antimalarial,POZNAN SITE,B1904-4751,2020-07-02,FROZEN,Poland,2168,107,No
INV002457,2017-01-10,Dexacilin Triline,Analgesics,munich plant,B1701-4198,2019-02-18, room temperature  ,Germany,2736,270,FALSE
INV002458,2017-04-12, Pazofenac  ,Mood Stabilizers, krakow facility  ,B1704-8662,2018-02-23,Frozen,Poland,3859,135,FALSE
INV002459,2020-02-11,Insozyme,Antiseptics,poznan site,B2002-9450,2021-07-04,ROOM TEMPERATURE,Poland,7671,383,FALSE
INV002460,2017-02-19,Araxetine,Antibiotics,Frankfurt Plant,B1702-6700,2017-09-03,Refrigerated,Germany,4346,382,FALSE
INV002461,2019-12-27,Diaxolol,Antiseptics,krakow facility,B1912-9658,2021-08-06,controlled substance,Poland,8691,162,No
INV002462,2019-02-04,Antaparin Varizyme,Mood Stabilizers,Munich Plant,B1902-9238,2019-08-01, Frozen  ,Germany,6869,265,FALSE
INV002463,2017-07-12,Ketamara Evogel,Antipiretics,POZNAN SITE,B1707-4605,2019-04-05,room temperature,Poland,3530,258,Yes
INV002464,2019-06-24,Cephozumab Synmethate,Antibiotics,Poznan Site,B1906-5587,2022-02-14,ROOM TEMPERATURE,Poland,4663,352,FALSE
INV002465,2018-08-11, Alemtuvatol Megalinum  ,Analgesics,KRAKOW FACILITY,B1808-6472,2019-08-26, CONTROLLED SUBSTANCE  ,Poland,3448,378,No
INV002466,2020-06-26, Alpharolac  ,Antipiretics,frankfurt plant,B2006-9708,2021-02-26,room temperature,Germany,2327,130,No
INV002467,2019-09-27,Docstryl Rivacin,Antiseptics,Frankfurt Plant,B1909-8011,2020-10-16,ROOM TEMPERATURE,Germany,7734,352,FALSE
INV002468,2017-01-29, Pulmodiol Adalaxime  ,Analgesics,munich plant,B1701-3135,2018-07-13,FROZEN,Germany,4317,212,No
INV002469,2017-08-26,Thalilamide,Antibiotics, Warsaw Plant  ,B1708-4654,2020-08-21, frozen  ,Poland,8507,81,No
INV002470,2020-03-09,Dexacilin Triline,Analgesics,Munich Plant,B2003-2389,2022-09-24,FROZEN,Germany,4911,273,No
INV002471,2019-06-23,Ketamara Evogel,Antipiretics,poznan site,B1906-8775,2021-10-01,room temperature,Poland,668,112,No
INV002472,2020-12-16,Imiderm Vibranovate,Antipiretics,FRANKFURT PLANT,B2012-3444,2022-08-13,room temperature,Germany,5779,72,FALSE
INV002473,2018-01-09,Paronium Atracustone,Analgesics,Munich Plant,B1801-3990,2020-09-28,controlled substance,Germany,972,58,No
INV002474,2019-05-18,Hepavice,Mood Stabilizers,Warsaw Plant,B1905-9649,2019-11-16, Frozen  ,Poland,2006,387,FALSE
INV002475,2019-05-24,Clinicilin Pentozone,Antimalarial,MUNICH PLANT,B1905-6672,2021-04-19, room temperature  ,Germany,7229,398,No
INV002476,2020-01-04, Tetratanyl  ,Antimalarial,POZNAN SITE,B2001-7460,2021-11-11,refrigerated,Poland,9675,88,FALSE
INV002477,2020-11-16,Atrabicin Alkerotec,Antiseptics,Krakow Facility,B2011-7233,2022-11-06,ROOM TEMPERATURE,Poland,5448,91,No
INV002478,2020-05-27,Sevoderm,Antipiretics,Munich Plant,B2005-7980,2021-01-28,refrigerated,Germany,5296,272,FALSE
INV002479,2018-11-07,Pulmofine,Antibiotics, WARSAW PLANT  ,B1811-2071,2019-04-19,FROZEN,Poland,1726,77,FALSE
INV002480,2020-10-05,Amavirase,Antipiretics,MUNICH PLANT,B2010-8356,2023-05-04,Frozen,Germany,6479,395,FALSE
INV002481,2019-01-25,Eproline,Antibiotics, Frankfurt Plant  ,B1901-9298,2021-12-11,ROOM TEMPERATURE,Germany,2528,164,Yes
INV002482,2018-05-03,Aspinavir Silovance,Antibiotics,POZNAN SITE,B1805-2045,2019-09-24,Frozen,Poland,4544,282,FALSE
INV002483,2019-09-16, Stelazolid  ,Antimalarial,Poznan Site,B1909-6389,2021-07-27,FROZEN,Poland,4471,342,FALSE
INV002484,2018-05-26,Aggrakine,Antiseptics,Poznan Site,B1805-5732,2019-01-23,refrigerated,Poland,4615,190,No
INV002485,2017-10-28,Agalsiline,Mood Stabilizers, WARSAW PLANT  ,B1710-7661,2019-05-18,Frozen,Poland,509,367,0
INV002486,2019-02-07,Cephozumab Synmethate,Antibiotics,poznan site,B1902-4580,2019-10-13, refrigerated  ,Poland,7018,101,Yes
INV002487,2018-11-15,Megenorphine,Antimalarial,Frankfurt Plant,B1811-3835,2020-04-01, Frozen  ,Germany,5198,252,No
